Accelerate customers' cloud journey to realize their vision and strategy by leveraging the latest innovations from Oracle cloud.,0
"Lead a vteam of solution specialists, sales consultants, partners, business development, inside sales, marketing, consulting, pricing & licensing  Manage sales pipeline and forecast using Oracle Sales Cloud  Establish deep relationship with key stakeholders",0
Trabajando con los mejores lAderes de Latino America buscando transformarse en empresas centradas en el cliente.,0
"Salesforce Marketing Cloud delivers accurate, predictive and actionable realtime end to end marketing tools that guide consumers through a personalized, omnichannel experience.",0
"Lead Salesforces large, matrixed strategic account team for one of the worlds largest companies with globallyrecognized brands Enable the digital transformation and business success of my clients via the worlds leading sales, marketing, and service cloudbased solutions Drive innovation with leading edge capabilities including artificial intelligence AI, Internet of Things IoT, data analytics, and machine learning",0
Helping clients to succeed in running their business over the internet without the need for hardware and software.,0
"In today's world, every industry is being disrupted and speed is the new currency of business.",0
"In order to stay ahead, Salesforce introduces the Customer Success Platform, allowing your business to connect to customers in a whole new way and innovate faster.",0
"Salesforce also puts aside 1% of its equity, 1% of its employees time, and 1% of its product to form the Salesforce.orgaTMs 111 integrated philanthropy model.",0
http:www.salesforce.org Achievements:  2016: 236% $2.1M Annual Quota  President's Club  2017: 208% $2.8M Annual Quota  President's Club,0
"Eager to create a vision on how enterprise cloud computing can help retain, grow, and transform the way clients engage with their customers.",0
" Acted as a solid backbone to all development and release of all customer facing features for all Data.com releases, including critical security fix releases and emergency releases  Managed and led all Ongoing Releases of Datajourney  Mentored new hires for the team  Developed good relationships and influence, acting as a lubricant or a catalyst  in many scenarios, driving deliverables across cross functional teams  Solid supporter for the organization at crucial times  Volunteering Coordinator for Hospital Art at Data.com  Organizer of creative  culturalmindfulness events , giving back to the people around, to the organization and to the community Technologies: Subversion, Jenkins, Docker, Nexus CentOS Linux Maven, ShellPerl , rpmyum",0
Salesforce.com is the enterprise cloud computing company that is leading the shift to the Social Enterprise.,0
Our trusted cloud platform and appsaincluding our flagship CRM solution helps employees collaborate easily and connect with customers like never before.,0
I currently manage a team of 6 recruiters responsible for recruiting top Sales talent across the US.,0
"We look for Account Executives with experience selling software solutions to line of business, with a track record of success in new business acquisition.",0
Salesforce.com  The Enterprise Cloud Computing Leader FORBES: Worlds Most Innovative Companies 5 years running FORTUNE: 100 Best Companies to Work 8 years on the list #1  AJC: Top Workplace in Atlanta 2016,0
"Salesforce Platform is your one stop shop for building, running, managing, and optimizing apps leveraging the same technology and expertise that fuels Salesforce's success.",0
Align with customers in engaging and sleek UIs.,0
Build mobile apps that intuitively integrate data sources.,0
Automate business processes for instant collaboration and connectivity to enhance productivity.,0
Connect and extend the back office with powerful APIs from any external data source.,0
Discover why Gartner declared SFDC the industry leader in both ability to execute and completeness of vision for enterprise class applications:  salesforce.complatformoverview,0
"Consistent thought leader, top performer, award winner and overachiever in customer retainment, new logo and account growth.",0
Professionally certified by Salesforce with 90+ badges throughout all products.,0
"Salesforce for Marketing, Marketing Cloud, Social Studio, Ad Studio  Digital Advertising, KRUX, Salesforce Service Cloud, Community Cloud, App Cloud, Commerce Cloud, Pardot.",0
"Resultsoriented sales professional with a proven record in identifying and penetrating new organizations, understanding business process challenges, and developing internal business relationships that produce revenue.",0
"A strong background in Enterprise Resource Planning ERP  Business Intelligence BI analytical software, Project Portfolio Management PPM, Professional Services Automation PSA, Customer Relationship Management CRM, in onpremise, cloud, and SaaS solutions.",0
"An awardwinning account executive with a strong background in computer software sales, territory management, enduser prospecting, and complex competitive engagements, I have ...   15+ year record of successful experience in sales, technical, and leadership positions within  technology companies in software, biotech, and automation production industries.",0
Successful management of complex sales environments with long sales cycles.,0
"Proven adaptability to market dynamics, economic change, technology environments and software application requirements.",0
Expertise as primary customer facing point of contact working to achieve client satisfaction.,0
"Consistently demonstrated: Teamwork, Integrity, Results.",0
Successful in meeting and exceeding sales goals and corporate targets.,0
"Our goal is to help organizations grow their business, mitigate risk and be financially viable.",0
Sell HANA Enterprise Cloud HEC offering as the preeminent Private Managed Cloud Environment to host HANA based SAP offerings to enterprise customers.,0
183% quota 2015  Closed 12 net new accounts  Closed 1st Strategic Account for HEC  Winners Circle  43 years of SAP Development & Integration supporting customer environments  Direct access to SAP Development who invented and built HANA,0
"Executing SAP's go to market strategy by aligning the sales of SAP Applications, Analytics, Database & Technology, Cloud, and Mobility solutions.",0
"Working closely with SAP's industry specific partners VAR, consultants, and technical resources to increase ease of 'useablity' and 'consumability' of SME software solutions engineered with industry specific best practices.",0
As an Expense Management adviser my goal is to help your organization understand the benefits of simplifying the employee expense process.,0
"Booking air, hotel, and car while adhering to company policy is critical to controlling the spend before it happens.",0
"This allows companies to properly budget for their future initiatives, gain intelligence around that spend, and have complete visibility into company spend as it happens.",0
I will help your company gain an understanding into your T & E Spend and show you how controlling cost through automation can drive business growth.,0
"Additionally, my clients will utilize information generated by spend reports to leverage partnerships and seek corporate discounts with airlines, hotel chains, and rental cars among others.",0
"At Concur, we think about the way the world should work to help you focus on what matters most!",0
"SAP Concur takes companies of all sizes and stages beyond automation to a completely connected spend management solution encompassing travel, expense, invoice, compliance and risk.",0
"Our global expertise, industryleading innovation and dynamic ecosystem of diverse partners and applications unlock powerful insights that help businesses reduce complexity and see spending clearly, so they can manage it proactively.",0
"SAP Concur is the worldaTMs leading provider of integrated travel, expense and invoice management services and solutions.",0
"On the web, on a smartphone or on a tablet, our cloudbased solutions deliver an effortless experience for employees and total transparency into spending, helping organizations of all sizes, industries and locations run better.",0
"We can help yours run better, too.",0
President's Club  FY17  126%,0
"As a market leader in enterprise application software, SAP NYSE: SAP helps companies of all sizes and industries run better.",0
Commercial Sales Executive selling entire SAP portfolio to emerging & midmarket companies.,0
Successful in acquiring net new business and increasing customer adoption of new solutions through effective collaboration with Channel Partners.,0
Consistently exceeded annual sales objectives.,0
SAP SuccessFactors is the leading HCM Suite software provider.,0
Our solutions help customers win.,0
"My role: Design, develop and deliver training, learning, and enablement programs for sales leaders, field sales and sales support teams.",0
"Program ManagementImplementation:  MissionOriented Development Program 1st, 2nd and top leaders  Leadership Summit for all FLSMs  Aspiring FLSM Leader Training Program for Qualified Salespeople  Core New Messaging and Mobile Application Training  Learning and Business Performance Consultant  Field New Hire  Onboarding Mentoring  License to Sell  License to Lead  New Customer Acquisition Enablement  Field Kickoff Meeting FKOM Enablement multiple  Upper General Business Team Enablement  Open Mic Weekly MicroLearnings Program TrainerFacilitator:  Deal Qualification, Forecasing and Linearity  Value to Win in midmarket HRHCM  Challenger Selling and Challenger Coaching  Sales Acceleration Summit  Social Selling and LinkedIn Sales Navigator  Best Run Presentations",0
"SAP Concur takes companies of all sizes and stages beyond automation to a completely connected spend management solution encompassing travel, expense, invoice, compliance and risk.",0
"Our global expertise, industryleading innovation and dynamic ecosystem of diverse partners and applications unlock powerful insights that help businesses reduce complexity and see spending clearly, so they can manage it proactively.",0
Providing consulting services to our customers that reduce costs and speed time to value by driving out complexities in their SAP landscape.,0
Specializing in Assemble to Order; Pre Defined and Rapid Deployment Solutions across the entire Business Suite for Hana Platform.,0
"SAP Professional Experience:February 2017   Present  Services Sales Engagement Manager  Developing & Driving services engagement sales  100% of quota in < 1 year Identifying prospects for road mapping, optimization and enhancements Working with Customer Engagement Executives to upsell services in install base Identifying shelveware to move to implementation",0
"But for those of us who work here, and for our customers, it is so much more!",0
Core Values: Employees  Customer Service  Innovation  Integrity  Fun  Profitability Accolades:  #5 on Fortunes Best Workplaces in Technology  #18 on Fortune's Best Companies to Work For  #10 on Fortunes 50 Best Workplaces for Recent College Grads  #22 on Fortunes 50 Best Workplaces for Diversity  #23 on Fortunes 100 Best Workplaces for Women  #15 on LinkedIn Top Companies 2017  #16 on Peoples 50 Companies That Care list   #1 Top Workplace in the Bay Area for large companies by the Bay Area News Group 6 years in a row  #9 on Chicago Tribune's Best Workplaces in 2017,0
"Healthcare reform and the shift from feeforservice to accountable care are driving widespread industry consolidation and new, evolving business models.",0
"With Workday, you can adapt to industry changes, navigate mergers and acquisitions, implement and monitor new business models and service lines, improve operational efficiency and visibility, and cultivate the right talent to provide superior patient care.",0
"Workday is a leader in enterpriseclass, SoftwareasaService SaaS solutions for managing global businesses, combining a lower cost of ownership with an innovative approach to business applications.",0
"Delivered in the cloud leveraging a modern technology platform, Workday offers a fresh alternative to legacy ERP.",0
"Workday is the leader in enterpriseclass, softwareasaservice SaaS solutions for managing global businesses.",0
Workday solutions combine the lower total cost of ownership of SaaS with a modern approach to applications.,0
Provide development and support of sales enablement process and methodology.,0
Lead sales enablement activities to ensure that learning objectives are met resulting in successful sales effectiveness.,0
Conduct ongoing enablement needs analysis and prioritize offerings in concurrence with sales leadership direction.,0
"Workday is the leader in enterpriseclass, softwareasaservice SaaS solutions for managing global businesses.",0
Workday solutions combine the lower cost of ownership of SaaS with a modern approach to applications.,0
Workday was named Forbes 2018 #2 most innovative company in the world and recently named Fortune's #18 best place to work in the United States.,0
Presidents Club Winner,0
Responsible for a minimum of $1.7M of ACV Annually.,0
Responsible for the full lifecyle of the sales process from lead acquisition to closure.,0
Responsible for selling directly CLevel Executives.,0
"Responsbile for coordinating and leading an extended sales team of Value Managers, Solution Consultants, Business Development Managers and Enterprise Architects in the sales process to engage prospects in presentations and live demonstrations of the Workday Platform.",0
"Work directly with our Value Management team to build business cases, and total cost of ownership TCO evaluations to show our prospects the monetary value Workday can bring to their organizations.",0
Responsible for maintaining and working with and extended business partner network to build statements of work and implementation timelines to meet our prospects goals and budgets.,0
Interface with the Deal Desk Team to help through the contracting and pricing for our deals.,0
"Interface with the Field Marketing Team for events, door opener drops, marketing mail campaigns, and Conferences to evangelize Workday within my territory.",0
Responsible for leading the contract negotiations and redline process for the Master Services Agreements MSA and Licensing Contracts with our prospects.,0
Maintaining high levels of industry knowledge to build credibility and relationships with my prospects.,0
"Workday is the leader in enterpriseclass, SoftwareasaService SaaS solutions for managing global businesses, combining a lower cost of ownership with an innovative approach to business applications.",0
"Founded by PeopleSoft veterans Dave Duffield and Aneel Bhusri, Workday delivers unified Human Capital Management, Payroll, and Financial Management solutions designed for today's organizations and the way people work.",0
"Delivered in the cloud leveraging a modern technology platform, Workday offers a fresh alternative to legacy ERP",0
Currently working with a group of Sales Engineers on some exciting projects.,0
We're working hard to roll Workday's new product offerings to the Global Field Sales organizations.,0
The Workday Cloud Platform and Workday Prism Analytics are exciting new products which demonstrate a tremendous value proposition to our customer base.,0
This is the team that gets the field enabled so that they are in position to evangelize these new products.,0
"I am a driven and dedicated salesman and business manager with 7+ years of sales, marketing, business management and leadership experience.",0
You can reach me by email at tom.works@oracle.com and by phone at either my office # 7812389639 or my cell # 9786024575.,0
Dynamic and accomplished sales professional with 15+ years of experience.,0
"Strong relationship builder with a focus on service, support, and followthrough.",0
An experienced professional who excels in tying fact based analytics with organizational and customer needs.,0
"A results oriented leader who is comfortable building relationships, being a progressive change agent and working at all organizational levels.",0
I have extensive experience in solution selling within large organizations and specifically I excel in creating professional relationships to form long term partnerships.,0
I enjoy working in the hightech market and especially interacting with large groups of people.,0
"Oracle provides industryspecific applications for running a customers core business, on premises or in the cloud, for more than two dozen industries.",0
"With 430,000 customers in 175 countries, Oracle provides leadingedge capabilities in software as a service, platform as a service, infrastructure as a service, and data as a service.",0
"Oracle, a global provider of enterprise cloud computing, is empowering businesses of all sizes on their journey of digital transformation.",0
"Oracles complete cloud application suite allows businesses of all sizes to connect their companywide operations anytime, anywhere, and from any device.",0
Modern best practices and datadriven intelligence are built into the applications.,0
Thanks for viewing my profile,0
" Sales, Sales Management, Business Development, Account Management",0
" Market Awareness, Strategic Market Planning, Adaptive Selling",0
" Net new business, Territory Expansion and Retention",0
 Selling Best Practices,0
 SaaS  Cloud,0
"Skilled in Customer Acquisition, Enterprise Software, Sales, Cold Calling, and Customer Relationship Management CRM.",0
Strong sales professional with a Bachelor of Science B.Sc.,0
"Todays sales professionals have a greater number of tools available to them to help target, understand and engage the right prospect.",0
Learning new techniques and tools can be a distraction to sales reps laser focused on hitting their goal.,0
"Social tools can be easily dismissed, since they are seen as more of a Long Tail strategy.",0
"Many times when sellers dont understand the value, you have to bring it back to selling basics.",0
The tenants of selling have not changed.,0
Build Trust,0
Establishing a relationship,0
Understanding Business Pain,0
Adding Value,0
Asking for the Business,0
What has changed are the digital tools we can leverage to achieve these results.,0
"Social Selling does not replace the need for have conversations, but it does help with the Ws",0
Who do I need to talk to,0
When do I need to talk with them,0
Why should I talk to them,0
What do I talk to them about,0
Digital tools help our seller build their professional brand.,0
Having the ability to work with thousands of seller is a fantastic opportunity to gauge what is working for them.,0
"When not working I enjoy spending time on the golf course, with friends and meeting new ones.",0
Disclaimer: The views expressed here are my own and do not necessarily reflect the views of Oracle,0
Accomplished sales and marketing executive with extensive experience that spans 20+ years in the enterprise software industry.,0
"Throughout my career I have either been a direct contributor, or I have managed enterprise sales teams, for several highly successful software companies.",0
The companies I represented were all highgrowth organizations that marketed and sold enterprise software solutions to large global companies B to B.,0
I am wellversed with current technologies i.e.,0
Creative product manager  program manager with a successful track record in B2B and B2C enterprise software.,0
"Effective collaborator with UX product designers, engineering, marketing, partners, system integrators, sales operations and other stakeholders.",0
"Skilled in SaaS, CRM, Sales Cloud, Customer Data Management, Data Cloud, Requirements Analysis, Solution Design, Data Quality, Data Governance, Gotomarket Strategy, and Agile Methodologies.",0
Strong customer focus; passionate about delivering the best customer experience and best customer service.,0
Recent successes include,0
:Designed and built a market leading CDM cloud product with first reference customers,0
"Provided strategic direction, product planningroadmap and functional specifications for CDM, including APIs, file import, data cleansing and profiling, duplicate identification, survivorship, data enrichment and data governance.",0
"Expanded product capabilities by 100%,",0
"Managed quarterly releases and product life cycle end to end discoveryideation, requirements, estimation, project plan, development, KPIsmetrics, delivery, testing, shipping, and support",0
Coordinated 5 scrum teams with 30+ engineers using Agile development methodologies.,0
Contributed to RFP responses and presales calls; assisted in customer implementations,0
Led Release Readiness program for entire Sales Cloud product team 60+ product managers,0
"Produced data sheets, value proposition sales decks, product positioning and marketing materials",0
Developed customer facing product release materials & demo flows; delivered webinars & training to customers and partners.,0
Managed Customer Center and Contact Center for Oracle Sales Cloud.,0
Enhanced data governance to prevent creation of duplicate records.,0
Added address verification and improved management of account hierarchy.,0
Regular engagement with Clevel audiences,0
Accomplished and motivated business development and sales professional within highly technical environments with a proven track record of achieving consistent and dynamic results impacting a companyaTMs growth and success.,0
Resultsoriented leader with a high sales acumen.,0
"Team player with strong communication skills, conversant in Spanish, able to build cohesive and productive working relationships with people at all corporate levels.",0
"Specialties: Cloud, IT, SAAS, SAP, Oracle, JD Edwards, BI, Healthcare, Prospecting, SalesBusiness Development, Territory Management, Software Sales, Technology Sales, Account Management and Networking.",0
Keith Milton has 35 years of experience in the manufacturing and supply chain arena.,0
"Currently, Keith is a Master Principal Sales Consultant for Oracle Corporation, specializing in Supply Chain applications.",0
Keith is responsible for maintaining an in depth and up to date industryproduct knowledge in numerous designated industries.,0
With this background Keith becomes a liaison with the appropriate sales people in order to understand customer's needs and design software solutions to meet business objectives.,0
During his tenor at Oracle Keith has received numerous awards including,0
:   Application Sales Consultant of the Year FY2001 for General Business West,0
   Sales Consultant of the Year FY2003 for Rocky Mountain Region,0
   Extreme Leadership Award Q2 FY2005 for North American Sales,0
   Outstanding Performer Q3 FY2007 for Commercial West Sales,0
   People's Choice Award Q2 FY2009 for Commercial West Sales,0
   Sales Consultant MVP for FY2010 for Commercial West Sales,0
Prior to joining Oracle in 1998 Keith commenced his career working in numerous roles on the shop floor for Rocky Mountain Bank from 1984 until he graduated from the University of Colorado at Denver with a BS degree in Production and Operations Management in 1990.,0
"After graduating Keith worked as a Master Production Scheduler for Rocky Mountain Bank Note, Wright & McGill maker of Eagle Claw fishing tackle and then as production controller for Cryenco before venturing into business consulting in 1996.",0
Keith became certified with the American Production Inventory Control Society APICS in 1992 and has presented at several APICS dinner forums and was a keynote speaker for APICS Colorado Chapter dinner meeting.,0
Keith has a BS degree in Production and Operations Management from the University of Colorado at Denver.,0
Oracle Primavera is the leading Enterprise Project Portfolio Management PPM solution for projectintensive organizations.,0
"Successful management of these processes ensures alignment of strategy with planning and execution of all of an organizations projects, supports balanced resource utilization and focuses the most critical resources on the most strategic, highest return projects, maximizing ROI and allowing for repeatable success while lowering costs andor increasing revenue.",0
Feel free to call me for more information 16105381650,0
Be passionate.,0
Be bold.,0
Always keep learning.,0
You stop doing useful things when you stop learning.,0
Satya Nadella,0
"Sanjay is an account executive with more than 25 years of experience in cloud computing, solution selling, account management, business development, and software development.",0
He combines a background in national and global business development and a deep knowledge of software engineering to support the digital transformation of customers.,0
"Leading virtual crossdisciplinary teams, Sanjay collaborates with key stakeholders, weaving together business, technical, and marketing expertise to identify highpotential growth opportunities.",0
"Areas of expertise include: Cloud solutions sales, Business development, Pipeline managementforecast, Strategic partnerships  ISVSI, CLevel relationships, Team management, Solution architecture, IaaSPaaSSaaS, Internet of things IoT, Big dataMachine learning, Software development lifecycle, Entrepreneurship, Startups.",0
Account Executive with a demonstrated history of working with companies that love to innovate to better serve their customers.,0
IaTMve built a solid network in many industries.,0
"Helping customers find solutions for information security, content management, data analytics, business process automation, and CRM tools, as well as sales, service, and marketing automation.",0
"I am passionate about helping companies improve their business processes and maximize their efficiency by providing them with the tools to connect with their customers, at any time, from anywhere.",0
"Working together with high level directors and executives, our customers have accelerated revenue growth, reduced operational costs, and have made their customers happy.",0
"Strong sales professional skilled in Sales, Customer Relationship Management CRM, Client Prospecting, Inside Sales, while solving complex sales in multiples regions.",0
VP Marketing Digital Sales I Business Development,0
Connect with me using: georgiap77@gmail.com,0
All Invitations to Connect Welcome,0
LION a LinkedIn Open Networker,0
Innovative and Intuitive leader with proven success in business development and omnichannel marketing.,0
Interested in developing business relationships while expanding the global market share for companies by establishing personal relationships between brands and consumers.,0
"Specialties: Executive Leadership, Growth Specialist, Market Penetration  Expansion, CRM, Cross Selling, Organizational Leadership  Team Building",0
"To collaborate and brainstorm from any of these perspective, call me at 2676797452.",0
"Results oriented sales, business development, senior level manager with startup, high growth coupled with large corporate experience within technology, software, and telecommunications industries.",0
Experience includes,0
: Sales Management,0
 Strategic Partnerships,0
 Business Development,0
 Client Services,0
 Contract Negotiation,0
Specialties: SaaS,0
Cloud Services,0
Contact Center,0
Enterprise Software,0
Speech Recognition,0
Business Development,0
Sales,0
Account Management,0
Product Marketing,0
Product Management,0
Enterprise software sales,0
Sales leader,0
Solution Sales,0
"Rick Nawalinski is a senior sales executive specializing in software and cloud computing with a proven track record of exceeding quota, building and coaching highperforming teams, solution selling focused on customer business outcomes; negotiating winwin contractual relationships, communicating differentiated value propositions in the clients language, taking share from competitors, and driving high levels of customer satisfaction.",0
Rick combines the science and the art of selling with the discipline of operational excellence.,0
Ricks performance at Microsoft Corporation and during his entire career has been recognized by numerous awards and rapid promotions.,0
"He is constantly curious, a rapid learner, and an outstanding coach to his teams.",0
"Experienced as a working professional in data analytic, data assurance, data coordinator, and sales operations in social network and cyber security.",0
Passion in data analytic and problem solving.,0
"Long term goal is to pursue my career as a data analyst, while improving and learning supporting tools such as SQL, Python, and R. Proficient in Salesforce, GRM, SugarCRM, etc..",0
"Specialties: SaaS, Customer Experience Measurement, Customer Experience Analytics, User Experience Research, Salesforce,  Analytics, MultiTenant, Market Research, Strategic Consulting, Client Service and Management, Research Concepts,  Business Consulting, Usability, Financial Services and Technology, Security and Compliance",0
"Results driven sales executive, business manager and entrepreneur with 20 years of experience.",0
"In depth knowledge of a variety of industries and markets through direct experience with sales, production and management professionals.",0
"I bring a unique combination of technical ability, creativity, leadership and communication skills to every professional and personal challenge",0
I am passionate about helping business executives and sales leaders improve processes and increase sales with worldleading CRM technology.,0
"Skilled in Sales &  CRM,  Customer Service, Ecommerce, Marketing, and Business Development.",0
Strong sales professional with a Bachelor of Arts focused in Communication and Media Studies from University of New Hampshire.,0
"Specialties: Software and Platform as a Service, Performance Management, PSA, HCM & Financial Management.",0
I am currently an Enterprise Account Manager at Workday.,0
"Prior to joining Mavenlink, I held various sales positions at Salesforce.",0
I hold a Bachelor of Arts from California State University Northridge.,0
I am a highly driven business professional with extensive sales experience and an MBA.,0
I enjoy developing and nurturing business relationships and am viewed by my colleagues as a strong leader whose professional motivation comes from delivering exceptional results in a competitive and fast paced environment.,0
"As my resume can attest, I have always been passionate about working in sales, particularly in professional environments where technology and innovation are the central components to adding value to businesses.",0
A passionate engineer who likes connecting with and helping people.,0
Release Engineering,0
 Development,0
 AgileScrum,0
 Customer Support,0
 Diversity,0
 Leadership,0
 Initiatives & Innovation,0
Goal oriented and positive sales professional with proven track record of success.,0
"Highly skilled in the areas of communication, motivating teammates, sharing best practices, and achieving key performance indicators while working in sales development and closing roles.",0
"Senior sales  sales management executive with experience managing large enterprise relationships with companies in the high tech, financial services and healthcare industries.",0
Twelve year focus in B2B and B2C customer service operations helping my customers drive financial and operational benefit through the deployment of SaaS and Cloud business applications.,0
"Strong business acumen, excellent presentation & communication skills, and effective executive level relationship building skills.",0
Specialties: ROI development,0
Opportunity qualification and needs analysis,0
"Specializes in closing new accounts with expertise in enterprise software, infrastructure management, IT Governance, Project & Portfolio Management and Application Development.",0
Sales experience exceeds 12 years along with 4 years of sales engineering experience.,0
"A combination of an IT degree, industry experience, sales, and business acumen extending 20 years provides a unique ability to align business needs with technology solutions.",0
"A competitive, ethical and positive composure which can drive new revenue and achieve results for your company.",0
"Specialties: Solution Selling, Strong Hunter, Channel Development, IT Governance, Portfolio Management, Infrastructure Management, Quality Management, Application Development",0
"Enterprise business software sales, Software as a service Sales, Strategic account management, Quota attainment, Solution selling, Sales leader, Team Selling, New business development, Personalization, Sales methodology, Challenger Sale, Leading global provider, Leading provider, Clevel executives, Marketing Cloud, Salesforce, Digital marketing platform Digital marketing platform, Named accounts, Marketing automation, New business acquisition, Complex sales cycles, New business opportunities, Consistently exceeds revenue quota, Technology sales, Enterprisewide, Consultative selling approach, New business sales, leading sales professionals, managing internal resources, coordinating sales efforts, experienced selling marketing software in a sales role always exceeding annual quota",0
"A proactive, resultsdriven technology leader that is passionate about helping companies achieve their goals through digital transformation.",0
Reach out to see how your company can win through running simple with SAP Concur.,0
Accomplished Sales Executive with a 24+ year record of achievement and demonstrated success driving multimilliondollar sales growth in highly competitive markets.,0
"Adept at driving growth of company revenues, profits and improving salesteam performance.",0
Exceptional mentor and coach.,0
"Tenacious in building new business, securing customer loyalty, and forging strong relationships with key decisionmakers from client and partner organizations.",0
Core competencies include,0
Revenue & Profit Growth,0
MultimillionDollar Negotiations,0
Key Client AttractionRetention,0
National Sales Teams,0
Territory GrowthDevelopment,0
Organizational Leadership,0
"Cloud, Commercial & Public Sector",0
P & L Management,0
Direct & Channel Experience,0
"Concur imagines the way the world should work, offering loudbased business services that make it simple to manage travel and expenses.",0
"By connecting data, applications and people, Concur services do the hard work, delivering an effortless experience for organizations and their employees, while providing total transparency into what theyre spending.",0
This integrated approach goes beyond automating processes and transactions to managing spend wherever and whenever it happensso companies can focus on what matters most.,0
I am a driven professional that has over ten years experience in retail sales in different industries and international markets.,0
I value education and ongoing learning.,0
It is my goal to always keep learning and growing in my professional life.,0
I am a true believer that the key to leadership is development and proper follow up.,0
"In today's business world, it is vital to be able to ""turn on a dime"" and adapt to changes as quickly as possible.",0
I've learned that we need to always manage to what is possible and not let past results dictate our future.,0
Our technology is moving at lightning fast speeds and there is no other more exciting time to be alive and be able to connect with people around the world.,0
Diversity is vital to any organization that wants to compete at the top.,0
Contact me at 616.914.4977 or Mike.Beverly@sap.com,0
"Former Professional Baseball Player, now 11+ years as a Senior Sales Professional and Sales Leader.",0
I work to assist Executives in making high quality business decisions that address current challenges in their day to day operations.,0
Every day is another day to get better!,0
Feel free to email me at ronnie.robinson@sap.com.,0
"Specialties: Enterprise Account Management, ISV and Strategic Alliances Development, Software Sales and Professional Services  especially Data Warehouse and Business Intelligence Solution Sales,  Written and Verbal Communication skills, Industry knowledge  life sciences, wireless, banking, insurance, retail, state & local government, energy, transportation.",0
"My professional work includes 25+ years in leadership, sales, marketing, and training.",0
"I began as an Army officer and now have significant SoftwareTechnology, Life Science, and Professional Service experience.",0
"Currently, I am having a blast at SAP enabling our sales teams to improve revenue, qualifyclose more pipeline, and build larger value deals.",0
My education includes an MBA from Ellis College and a BS from Clarkson University.,0
"My family and I are passionate about music, outdoor sports, sustainability and volunteering.",0
"Contact me to learn more about our innovative, awardwinning sales learning programs!",0
Dynamic IT Sales Leader with 15+ years professional sales and change management leadership experience.,0
"I create and drive demand, achieve revenue goals, empower channel ecosystem, and ensure client success.",0
I have demonstrated the ability to build highly efficient sales teams that are held to highstandards of accountability.,0
"I create and implement process as a collaborative team across the business, and am fluent in Big & Fast Data InsightDriven business understanding and solutions.",0
storage #bigdata #fastdata,0
